"Site_ID","Site_Name","Latitude","Longitude","Elevation","Sample_ID","Type","Start_Date","Start_Time_Zone","Collection_Date","Collection_Time_Zone","Phase","Depth_meters","Sample_Comments","d2H","d18O","D17O","d2H_Analytical_SD","d18O_Analytical_SD","D17O_Analytical_SD","WI_Analysis_Source","Project_ID","Bout","Species","Depth"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-235_UNDE2-3040-2","Soil","",NA,"2020-09-17",6,NA,0.35,"no depth info given",-44.7505878218,-6.4964484797,NA,0.0935306977607532,0.0129697037019957,NA,"SPATIAL",384,"UNDE2",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-235_UNDE2-3040-3","Soil","",NA,"2020-09-17",6,NA,0.35,"no depth info given",-60.9313926965,-8.5361904401,NA,0.0322921157282471,0.0310981725377302,NA,"SPATIAL",384,"UNDE2",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-235_UNDE2-deep-1","Soil","",NA,"2020-09-17",6,NA,0.5,"no depth info given",-47.0084236363,-6.5848531339,NA,0.134686390739423,0.0341242346919301,NA,"SPATIAL",384,"UNDE2",NA,"40+ cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-235_UNDE2-deep-2","Soil","",NA,"2020-09-17",6,NA,0.5,"no depth info given",-48.1107288506,-6.6169594717,NA,0.0933655133298625,0.0185911315053389,NA,"SPATIAL",384,"UNDE2",NA,"40+ cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"20-235_UNDE2-deep-3","Soil","",NA,"2020-09-17",6,NA,0.5,"no depth info given",-67.2255344418,-9.1497670364,NA,0.127599793652217,0.0212899570166635,NA,"SPATIAL",384,"UNDE2",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-010-1","Soil","",NA,"2020-09-24",6,NA,0.05,"no depth info given",-74.4544209216,1.512133559,NA,0.0969591215859487,0.00499624086320792,NA,"SPATIAL",384,"CPER3",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-010-2","Soil","",NA,"2020-09-24",6,NA,0.05,"no depth info given",-82.8304545052,-3.3277419665,NA,0.094999368676317,0.025531087280976,NA,"SPATIAL",384,"CPER3",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-010-3","Soil","",NA,"2020-09-24",6,NA,0.05,"no depth info given",-70.8684227854,2.1289390024,NA,0.124261269225016,0.04792962704607,NA,"SPATIAL",384,"CPER3",NA,"0-10 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-1020-2","Soil","",NA,"2020-09-24",6,NA,0.15,"no depth info given",-79.4201506607,-1.9483750923,NA,0.0931367833514746,0.0343210396300755,NA,"SPATIAL",384,"CPER3",NA,"10-20 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-1020-3","Soil","",NA,"2020-09-24",6,NA,0.15,"no depth info given",-78.8425837364,-1.9900287914,NA,0.083515404707537,0.0292881675234821,NA,"SPATIAL",384,"CPER3",NA,"10-20 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-2030-1","Soil","",NA,"2020-09-24",6,NA,0.25,"no depth info given",-79.8663644177,-3.2280668512,NA,0.386816179591159,0.119839117415875,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-2030-2","Soil","",NA,"2020-09-24",6,NA,0.25,"no depth info given",-78.5293852952,-2.3713451835,NA,0.15253069487862,0.042628527755513,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-2030-3","Soil","",NA,"2020-09-24",6,NA,0.25,"no depth info given",-88.6584358461,-6.7267301935,NA,0.110287199476453,0.0243371984597247,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-3040-1","Soil","",NA,"2020-09-24",6,NA,0.35,"no depth info given",-87.1153581311,-5.7717567345,NA,0.507861491288843,0.104397173370593,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-3040-2","Soil","",NA,"2020-09-24",6,NA,0.35,"no depth info given",-93.9738178422,-8.0623279074,NA,0.125861285265395,0.0191514990855295,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-3040-3","Soil","",NA,"2020-09-24",6,NA,0.35,"no depth info given",-88.8696152093,-8.5951372613,NA,0.120723908566932,0.044058526798169,NA,"SPATIAL",384,"CPER3",NA,"20-40 cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-deep-1","Soil","",NA,"2020-09-24",6,NA,0.53,"0.40-0.65",-94.2910585419,-9.2133600712,NA,0.272219777223697,0.0938114704014103,NA,"SPATIAL",384,"CPER3",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-deep-2","Soil","",NA,"2020-09-24",6,NA,0.53,"0.40-0.65",-93.6530782085,-8.7983869954,NA,0.158574995663292,0.0226551479196725,NA,"SPATIAL",384,"CPER3",NA,"40+ cm"
"CPER_tower","Central Plains Experimental Range NEON",40.815536,-104.74559,1654,"21-067_CPER3-deep-3","Soil","",NA,"2020-09-24",6,NA,0.53,"0.40-0.65",-87.9609769592,-8.7846748068,NA,0.177110176867596,0.0796283283033442,NA,"SPATIAL",384,"CPER3",NA,"40+ cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-010-1","Soil","",NA,"2020-08-05",6,NA,0.05,"no depth info given",-110.5771269178,-9.73759576,NA,0.466397960143692,0.0442882349381811,NA,"SPATIAL",384,"NIWO3",NA,"0-10 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-010-2","Soil","",NA,"2020-08-05",6,NA,0.05,"no depth info given",-79.1231519933,-2.0329673498,NA,0.505190575530932,0.0697590686071779,NA,"SPATIAL",384,"NIWO3",NA,"0-10 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-010-3","Soil","",NA,"2020-08-05",6,NA,0.05,"no depth info given",-119.0214397293,-11.2501799764,NA,0.491663512513147,0.0462713305398022,NA,"SPATIAL",384,"NIWO3",NA,"0-10 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-1020-1","Soil","",NA,"2020-08-05",6,NA,0.15,"no depth info given",-119.2823097149,-13.8243046565,NA,0.522269332759172,0.0549780443784557,NA,"SPATIAL",384,"NIWO3",NA,"10-20 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-1020-2","Soil","",NA,"2020-08-05",6,NA,0.15,"no depth info given",-81.2823630881,-7.3679980272,NA,0.411430392591996,0.0504384181325835,NA,"SPATIAL",384,"NIWO3",NA,"10-20 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-1020-3","Soil","",NA,"2020-08-05",6,NA,0.15,"no depth info given",-132.4711494037,-15.041255597,NA,0.546841290899186,0.0512360861183793,NA,"SPATIAL",384,"NIWO3",NA,"10-20 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-2030-1","Soil","",NA,"2020-08-05",6,NA,0.25,"no depth info given",-108.9226061207,-12.718656915,NA,0.480188682661925,0.0529717655319057,NA,"SPATIAL",384,"NIWO3",NA,"20-40 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-2030-2","Soil","",NA,"2020-08-05",6,NA,0.25,"no depth info given",-99.7570089421,-10.6992566822,NA,0.546464266728154,0.0665243231403181,NA,"SPATIAL",384,"NIWO3",NA,"20-40 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-2030-3","Soil","",NA,"2020-08-05",6,NA,0.25,"no depth info given",-131.6185055727,-15.9161410839,NA,0.548108432433201,0.0607007479714129,NA,"SPATIAL",384,"NIWO3",NA,"20-40 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-3040-1","Soil","",NA,"2020-08-05",6,NA,0.35,"no depth info given",-115.7880614678,-13.3560666262,NA,0.561004117025646,0.0608923854756678,NA,"SPATIAL",384,"NIWO3",NA,"20-40 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-3040-2","Soil","",NA,"2020-08-05",6,NA,0.35,"no depth info given",-119.1610001916,-14.2036366654,NA,0.502123749099534,0.0504233690971289,NA,"SPATIAL",384,"NIWO3",NA,"20-40 cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-deep-1","Soil","",NA,"2020-08-05",6,NA,0.43,"0.40-0.43",-119.7610790349,-13.9035175156,NA,0.528898505098113,0.057031751852134,NA,"SPATIAL",384,"NIWO3",NA,"40+ cm"
"NIWO_tower","Niwot Ridge NEON",40.05425,-105.58237,3490,"21-068_NIWO3-deep-2","Soil","",NA,"2020-08-05",6,NA,0.45,"0.40-0.50",-113.5233830976,-12.8618209387,NA,0.488701709613847,0.0498280872966182,NA,"SPATIAL",384,"NIWO3",NA,"40+ cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-010-1","Soil","",NA,"2020-09-23",5,NA,0.05,"",-45.4821997042,-5.6169706755,NA,0.408034325092414,0.0524456769622221,NA,"SPATIAL",384,"HARV2",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-010-2","Soil","",NA,"2020-09-23",5,NA,0.05,"",-14.3649928181,-1.2822424205,NA,0.500384878471724,0.0621760402078523,NA,"SPATIAL",384,"HARV2",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-010-3","Soil","",NA,"2020-09-23",5,NA,0.05,"",-40.603506541,-3.9963273412,NA,0.421068004303639,0.0572528689830775,NA,"SPATIAL",384,"HARV2",NA,"0-10 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-1020-1","Soil","",NA,"2020-09-23",5,NA,0.15,"",-98.2607559788,-13.8955994413,NA,0.43472348462505,0.0516742667213945,NA,"SPATIAL",384,"HARV2",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-1020-2","Soil","",NA,"2020-09-23",5,NA,0.15,"",-40.4688025516,-5.277507324,NA,0.443591453342047,0.0532141791288232,NA,"SPATIAL",384,"HARV2",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-1020-3","Soil","",NA,"2020-09-23",5,NA,0.15,"",-47.3625285408,-5.8106711406,NA,0.438229058170274,0.050979198273841,NA,"SPATIAL",384,"HARV2",NA,"10-20 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-2030-1","Soil","",NA,"2020-09-23",5,NA,0.25,"",-60.9917452999,-7.8428974792,NA,0.391855860603901,0.0451609348706798,NA,"SPATIAL",384,"HARV2",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-2030-2","Soil","",NA,"2020-09-23",5,NA,0.25,"",-42.3828138342,-5.0912445491,NA,0.407246798174028,0.0490298359270138,NA,"SPATIAL",384,"HARV2",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-3040-1","Soil","",NA,"2020-09-23",5,NA,0.35,"",-59.7100113904,-7.8922923197,NA,0.38774036287532,0.045997848721719,NA,"SPATIAL",384,"HARV2",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-3040-2","Soil","",NA,"2020-09-23",5,NA,0.35,"",-29.7335839314,-3.8094051227,NA,0.436822491542988,0.0547454805212376,NA,"SPATIAL",384,"HARV2",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-3040-3","Soil","",NA,"2020-09-23",5,NA,0.35,"",-59.5970114614,-7.5928350786,NA,0.394673850354065,0.0450235965731426,NA,"SPATIAL",384,"HARV2",NA,"20-40 cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-deep-2","Soil","",NA,"2020-09-23",5,NA,0.45,"",-51.186381877,-6.5366721924,NA,0.396420173793684,0.0457302118008366,NA,"SPATIAL",384,"HARV2",NA,"40+ cm"
"HARV_tower","Harvard Forest & Quabbin Watershed NEON",42.53691,-72.17265,348,"21-069_HARV2-deep-3","Soil","",NA,"2020-09-23",5,NA,0.5,"",-59.3433080723,-6.9573107713,NA,0.414791078986848,0.0542365754231039,NA,"SPATIAL",384,"HARV2",NA,"40+ cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-010-1","Soil","",NA,"2020-10-01",7,NA,0.05,"no depth info given",-53.768457234,-5.5141125653,NA,0.405072139352017,0.0519797755965932,NA,"SPATIAL",384,"WREF1",NA,"0-10 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-010-2","Soil","",NA,"2020-10-01",7,NA,0.05,"no depth info given",-58.5302026782,-6.2853270249,NA,0.40258898384412,0.048720861417649,NA,"SPATIAL",384,"WREF1",NA,"0-10 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-010-3","Soil","",NA,"2020-10-01",7,NA,0.05,"no depth info given",-58.6823080152,-6.065529983,NA,0.413282379466677,0.0530546272598266,NA,"SPATIAL",384,"WREF1",NA,"0-10 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-1020-1","Soil","",NA,"2020-10-01",7,NA,0.15,"no depth info given",-59.3863324482,-6.6330793129,NA,0.400358119899872,0.0503292423480027,NA,"SPATIAL",384,"WREF1",NA,"10-20 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-1020-2","Soil","",NA,"2020-10-01",7,NA,0.15,"no depth info given",-62.3589182333,-7.1945819263,NA,0.417894575438997,0.052778204298275,NA,"SPATIAL",384,"WREF1",NA,"10-20 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-1020-3","Soil","",NA,"2020-10-01",7,NA,0.15,"no depth info given",-49.2831206809,-5.4946686098,NA,0.411937027700799,0.0494538216711872,NA,"SPATIAL",384,"WREF1",NA,"10-20 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-2030-1","Soil","",NA,"2020-10-01",7,NA,0.25,"no depth info given",-53.737818625,-5.8305523527,NA,0.402082732297779,0.0533249701514898,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-2030-2","Soil","",NA,"2020-10-01",7,NA,0.25,"no depth info given",-62.4148238268,-7.3872954658,NA,0.400195602034426,0.0496779762319209,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-2030-3","Soil","",NA,"2020-10-01",7,NA,0.25,"no depth info given",-46.2543205893,-5.8342372104,NA,0.462488705103826,0.0519883917116007,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-3040-1","Soil","",NA,"2020-10-01",7,NA,0.35,"no depth info given",-51.6852093305,-6.4172423964,NA,0.407139727496637,0.0505009420981252,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-3040-2","Soil","",NA,"2020-10-01",7,NA,0.35,"no depth info given",-54.7069897456,-6.9274939144,NA,0.426880715567731,0.0488700377032992,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-3040-3","Soil","",NA,"2020-10-01",7,NA,0.35,"no depth info given",-47.1003878022,-6.0556558584,NA,0.419303174622311,0.050720601771244,NA,"SPATIAL",384,"WREF1",NA,"20-40 cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-deep-1","Soil","",NA,"2020-10-01",7,NA,0.45,"0.40-0.50",-58.3933980443,-7.0508532419,NA,0.405325832484507,0.0479080773748419,NA,"SPATIAL",384,"WREF1",NA,"40+ cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-deep-2","Soil","",NA,"2020-10-01",7,NA,0.45,"0.40-0.50",-51.0666785986,-6.1972688195,NA,0.415344593364935,0.0478546156087411,NA,"SPATIAL",384,"WREF1",NA,"40+ cm"
"WREF_tower","Wind River Experimental Forest NEON",45.82049,-121.95191,351,"21-070_WREF1-deep-3","Soil","",NA,"2020-10-01",7,NA,0.45,"0.40-0.50",-47.7670205945,-6.1587672487,NA,0.432054331919664,0.0542875349955734,NA,"SPATIAL",384,"WREF1",NA,"40+ cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-010-1","Soil","",NA,"2020-09-28",6,NA,0.05,"no depth info given",-107.9936432373,-6.9859505722,NA,0.501519949994993,0.0479069720851157,NA,"SPATIAL",384,"YELL2",NA,"0-10 cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-010-2","Soil","",NA,"2020-09-28",6,NA,0.05,"no depth info given",-94.4477216771,-4.447163273,NA,0.452115121081868,0.0508577980834695,NA,"SPATIAL",384,"YELL2",NA,"0-10 cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-010-3","Soil","",NA,"2020-09-28",6,NA,0.05,"no depth info given",-102.1572443885,-5.6750253486,NA,0.46900744882616,0.0467441060224808,NA,"SPATIAL",384,"YELL2",NA,"0-10 cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-1020-2","Soil","",NA,"2020-09-28",6,NA,0.15,"hit rocks",-101.2414910677,-6.3926344523,NA,0.46657360300393,0.0479594922344436,NA,"SPATIAL",384,"YELL2",NA,"10-20 cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-1020-3","Soil","",NA,"2020-09-28",6,NA,0.15,"hit rocks",-112.2082722918,-7.600571212,NA,0.497942476165249,0.0436714961220764,NA,"SPATIAL",384,"YELL2",NA,"10-20 cm"
"YELL_tower","Yellowstone National Park NEON",44.95348,-110.53914,2133,"21-071_YELL2-2030-1","Soil","",NA,"2020-09-28",6,NA,0.25,"no depth info given",-131.4483758455,-13.416420538,NA,0.573180947630339,0.0499521830033979,NA,"SPATIAL",384,"YELL2",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-010-1","Soil","",NA,"2020-10-12",5,NA,0.05,"no depth info given, taken at SCBI_062",-41.8590385617,-6.1806355708,NA,0.457728751364049,0.0529945889691454,NA,"SPATIAL",384,"SCBI3",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-010-2","Soil","",NA,"2020-10-12",5,NA,0.05,"no depth info given, taken at SCBI_066",-42.4636972413,-6.3471894045,NA,0.430759604357595,0.0498950253276768,NA,"SPATIAL",384,"SCBI3",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-010-3","Soil","",NA,"2020-10-12",5,NA,0.05,"no depth info given, taken at SCBI_058",-43.2111706338,-6.8236952361,NA,0.416300292077175,0.0458566133230762,NA,"SPATIAL",384,"SCBI3",NA,"0-10 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-1020-1","Soil","",NA,"2020-10-12",5,NA,0.15,"no depth info given, taken at SCBI_062",-37.9060612286,-5.5920253898,NA,0.433224277149401,0.0529197021139497,NA,"SPATIAL",384,"SCBI3",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-1020-2","Soil","",NA,"2020-10-12",5,NA,0.15,"no depth info given, taken at SCBI_066",-41.6672683363,-5.8796152145,NA,0.449414926144152,0.0531219570751226,NA,"SPATIAL",384,"SCBI3",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-1020-3","Soil","",NA,"2020-10-12",5,NA,0.15,"no depth info given, taken at SCBI_058",-42.1400593568,-6.5614795389,NA,0.420461193743821,0.0510316915598528,NA,"SPATIAL",384,"SCBI3",NA,"10-20 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-2030-1","Soil","",NA,"2020-10-12",5,NA,0.25,"no depth info given, taken at SCBI_062",-39.8004987894,-5.6501414543,NA,0.426702748334787,0.0506961971622938,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-2030-2","Soil","",NA,"2020-10-12",5,NA,0.25,"no depth info given, taken at SCBI_066",-41.1031528115,-6.0725935606,NA,0.4346428771009,0.0509945556217226,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-2030-3","Soil","",NA,"2020-10-12",5,NA,0.25,"no depth info given, taken at SCBI_058",-43.209694848,-6.4948629095,NA,0.415928816941395,0.0465044711075227,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-3040-1","Soil","",NA,"2020-10-12",5,NA,0.35,"no depth info given, taken at SCBI_062",-39.0541872724,-4.8895976265,NA,0.439954593170109,0.0556626567328645,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-3040-2","Soil","",NA,"2020-10-12",5,NA,0.35,"no depth info given, taken at SCBI_066",-33.0846780565,-2.0066782724,NA,0.445483367519318,0.0589840432982194,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-3040-3","Soil","",NA,"2020-10-12",5,NA,0.35,"no depth info given, taken at SCBI_058",-40.9190165077,-5.626995072,NA,0.439847192543966,0.0604105496056627,NA,"SPATIAL",384,"SCBI3",NA,"20-40 cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-deep-2","Soil","",NA,"2020-10-12",5,NA,0.5,"no depth info given, taken at SCBI_066",-35.5855008969,-4.2210735529,NA,0.439519333220853,0.0544726911299636,NA,"SPATIAL",384,"SCBI3",NA,"40+ cm"
"SCBI_tower","Smithsonian Conservation Biology Institute NEON",38.892925,-78.139494,352,"21-072_SCBI3-deep-3","Soil","",NA,"2020-10-12",5,NA,0.5,"no depth info given, taken at SCBI_058",-41.4434697,-5.8097569234,NA,0.420995492316733,0.0472123237439994,NA,"SPATIAL",384,"SCBI3",NA,"40+ cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-010-1","Soil","",NA,"2020-10-15",6,NA,0.05,"no depth info given",-75.2742224116,-9.9119098479,NA,0.435461709989369,0.0432120558206538,NA,"SPATIAL",384,"UNDE3",NA,"0-10 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-1020-1","Soil","",NA,"2020-10-15",6,NA,0.15,"no depth info given",-64.1622170361,-8.9750674209,NA,0.403901163723518,0.0432549049483211,NA,"SPATIAL",384,"UNDE3",NA,"10-20 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-1020-2","Soil","",NA,"2020-10-15",6,NA,0.15,"no depth info given",-67.5238827818,-8.3917947662,NA,0.42261441305668,0.0446085073705052,NA,"SPATIAL",384,"UNDE3",NA,"10-20 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-2030-1","Soil","",NA,"2020-10-15",6,NA,0.25,"no depth info given",-52.290222708,-7.313909662,NA,0.421470705747513,0.0483565649462302,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-2030-2","Soil","",NA,"2020-10-15",6,NA,0.25,"no depth info given",-63.151158589,-8.6845871747,NA,0.402202718534976,0.0439217222478982,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-2030-3","Soil","",NA,"2020-10-15",6,NA,0.25,"no depth info given",-65.7815318568,-8.6369582898,NA,0.412345487052526,0.0477532160996519,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-3040-1","Soil","",NA,"2020-10-15",6,NA,0.35,"no depth info given",-61.182324318,-8.7671994962,NA,0.402856478473216,0.0431161094024135,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-3040-2","Soil","",NA,"2020-10-15",6,NA,0.35,"no depth info given",-67.3855408593,-9.4287322007,NA,0.403556460810131,0.0403849748130231,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
"UNDE_tower","University of Notre Dame Environmental Research Center NEON",46.23391,-89.537254,521,"21-267_UNDE3-3040-3","Soil","",NA,"2020-10-15",6,NA,0.35,"no depth info given",-60.070877691,-7.5779620193,NA,0.404806009037767,0.0495588988766305,NA,"SPATIAL",384,"UNDE3",NA,"20-40 cm"
